"KsHET","Ko2HET","Kno2HET","Kno3HET","Knh4AOB","Ko2AOB","Kno2NOB","Ko2NOB","MumHET","MumAOB","MumNOB","etaHET","bHET","bAOB","bNOB","bEPS","YHET","YAOB","YNOB","YEPS","Y1","Do2","Dnh4","Dno2","Dno3","Ds","diffT","s","o2","no2","no3","nh4"
0.985431739012122,0.0674793842562526,0.294149481554777,0.53970433328781,0.101898955854683,0.72218058676746,0.501098214288579,-0.00378923881692833,0.152321437135629,0.87577665259105,0.758449504738311,0.513471433023811,0.0234660428243645,0.714744995817248,0.853136864317063,0.840805739939533,0.268627419866933,0.0600883766030609,0.239367304045212,-0.00415257499898085,0.770296635988822,0.887183889827141,0.90443384785914,0.11025891843936,0.578598084433649,0.184775440451735,0.929094309698153,1,0.616175510235405,0.954758568324362,0.976184908973065,1
0.985431739012122,0.0674793842562526,0.294149481554777,0.53970433328781,0.101898955854683,0.72218058676746,0.501098214288579,-0.00378923881692833,0.152321437135629,0.87577665259105,0.758449504738311,0.513471433023811,0.0234660428243645,0.714744995817248,0.853136864317063,0.840805739939533,0.268627419866933,0.0600883766030609,0.239367304045212,-0.00415257499898085,0.770296635988822,0.887183889827141,0.90443384785914,0.11025891843936,0.578598084433649,0.184775440451735,0.929094309698153,1,0.616175510235405,0.954758568324362,0.976184908973065,1
0.985431739012122,0.0674793842562526,0.294149481554777,0.53970433328781,0.101898955854683,0.72218058676746,0.501098214288579,-0.00378923881692833,0.152321437135629,0.87577665259105,0.758449504738311,0.513471433023811,0.0234660428243645,0.714744995817248,0.853136864317063,0.840805739939533,0.268627419866933,0.0600883766030609,0.239367304045212,-0.00415257499898085,0.770296635988822,0.887183889827141,0.90443384785914,0.11025891843936,0.578598084433649,0.184775440451735,0.929094309698153,1,0.616175510235405,0.954758568324362,0.976184908973065,1
0.985431739012122,0.0674793842562526,0.294149481554777,0.53970433328781,0.101898955854683,0.72218058676746,0.501098214288579,-0.00378923881692833,0.152321437135629,0.87577665259105,0.758449504738311,0.513471433023811,0.0234660428243645,0.714744995817248,0.853136864317063,0.840805739939533,0.268627419866933,0.0600883766030609,0.239367304045212,-0.00415257499898085,0.770296635988822,0.887183889827141,0.90443384785914,0.11025891843936,0.578598084433649,0.184775440451735,0.929094309698153,1,0.616175510235405,0.954758568324362,0.976184908973065,1
0.985431739012122,0.0674793842562526,0.294149481554777,0.53970433328781,0.101898955854683,0.72218058676746,0.501098214288579,-0.00378923881692833,0.152321437135629,0.87577665259105,0.758449504738311,0.513471433023811,0.0234660428243645,0.714744995817248,0.853136864317063,0.840805739939533,0.268627419866933,0.0600883766030609,0.239367304045212,-0.00415257499898085,0.770296635988822,0.887183889827141,0.90443384785914,0.11025891843936,0.578598084433649,0.184775440451735,0.929094309698153,1,0.616175510235405,0.954758568324362,0.976184908973065,1
0.985431739012122,0.0674793842562526,0.294149481554777,0.53970433328781,0.101898955854683,0.72218058676746,0.501098214288579,-0.00378923881692833,0.152321437135629,0.87577665259105,0.758449504738311,0.513471433023811,0.0234660428243645,0.714744995817248,0.853136864317063,0.840805739939533,0.268627419866933,0.0600883766030609,0.239367304045212,-0.00415257499898085,0.770296635988822,0.887183889827141,0.90443384785914,0.11025891843936,0.578598084433649,0.184775440451735,0.929094309698153,1,0.616175510235405,0.954758568324362,0.976184908973065,1
0.985431739012122,0.0674793842562526,0.294149481554777,0.53970433328781,0.101898955854683,0.72218058676746,0.501098214288579,-0.00378923881692833,0.152321437135629,0.87577665259105,0.758449504738311,0.513471433023811,0.0234660428243645,0.714744995817248,0.853136864317063,0.840805739939533,0.268627419866933,0.0600883766030609,0.239367304045212,-0.00415257499898085,0.770296635988822,0.887183889827141,0.90443384785914,0.11025891843936,0.578598084433649,0.184775440451735,0.929094309698153,1,0.616175510235405,0.954758568324362,0.976184908973065,1
0.985431739012122,0.0674793842562526,0.294149481554777,0.53970433328781,0.101898955854683,0.72218058676746,0.501098214288579,-0.00378923881692833,0.152321437135629,0.87577665259105,0.758449504738311,0.513471433023811,0.0234660428243645,0.714744995817248,0.853136864317063,0.840805739939533,0.268627419866933,0.0600883766030609,0.239367304045212,-0.00415257499898085,0.770296635988822,0.887183889827141,0.90443384785914,0.11025891843936,0.578598084433649,0.184775440451735,0.929094309698153,1,0.616175510235405,0.954758568324362,0.976184908973065,1
0.985431739012122,0.0674793842562526,0.294149481554777,0.53970433328781,0.101898955854683,0.72218058676746,0.501098214288579,-0.00378923881692833,0.152321437135629,0.87577665259105,0.758449504738311,0.513471433023811,0.0234660428243645,0.714744995817248,0.853136864317063,0.840805739939533,0.268627419866933,0.0600883766030609,0.239367304045212,-0.00415257499898085,0.770296635988822,0.887183889827141,0.90443384785914,0.11025891843936,0.578598084433649,0.184775440451735,0.929094309698153,1,0.616175510235405,0.954758568324362,0.976184908973065,1
0.985431739012122,0.0674793842562526,0.294149481554777,0.53970433328781,0.101898955854683,0.72218058676746,0.501098214288579,-0.00378923881692833,0.152321437135629,0.87577665259105,0.758449504738311,0.513471433023811,0.0234660428243645,0.714744995817248,0.853136864317063,0.840805739939533,0.268627419866933,0.0600883766030609,0.239367304045212,-0.00415257499898085,0.770296635988822,0.887183889827141,0.90443384785914,0.11025891843936,0.578598084433649,0.184775440451735,0.929094309698153,1,0.616175510235405,0.954758568324362,0.976184908973065,1
